pt1_X,pt1_Y,pt1_Z,pt2_X,pt2_Y,pt2_Z,pt3_X,pt3_Y,pt3_Z,pt4_X,pt4_Y,pt4_Z,pt5_X,pt5_Y,pt5_Z,pt6_X,pt6_Y,pt6_Z,pt7_X,pt7_Y,pt7_Z,pt8_X,pt8_Y,pt8_Z,pt9_X,pt9_Y,pt9_Z,pt10_X,pt10_Y,pt10_Z,pt11_X,pt11_Y,pt11_Z,pt12_X,pt12_Y,pt12_Z,pt13_X,pt13_Y,pt13_Z,pt14_X,pt14_Y,pt14_Z,pt15_X,pt15_Y,pt15_Z,pt16_X,pt16_Y,pt16_Z,pt17_X,pt17_Y,pt17_Z,pt18_X,pt18_Y,pt18_Z,pt19_X,pt19_Y,pt19_Z,pt20_X,pt20_Y,pt20_Z,pt21_X,pt21_Y,pt21_Z,pt22_X,pt22_Y,pt22_Z,pt23_X,pt23_Y,pt23_Z,pt24_X,pt24_Y,pt24_Z,pt25_X,pt25_Y,pt25_Z,pt26_X,pt26_Y,pt26_Z,pt27_X,pt27_Y,pt27_Z,pt28_X,pt28_Y,pt28_Z,pt29_X,pt29_Y,pt29_Z,pt30_X,pt30_Y,pt30_Z,pt31_X,pt31_Y,pt31_Z,pt32_X,pt32_Y,pt32_Z,pt33_X,pt33_Y,pt33_Z,pt34_X,pt34_Y,pt34_Z,pt35_X,pt35_Y,pt35_Z,pt36_X,pt36_Y,pt36_Z,pt37_X,pt37_Y,pt37_Z
25.921,16.551,26.63,43.143,14.302,26.424,59.388,9.9596,26.878,20.933,11.671,20.871,20.389,10.041,13.157,14.147,4.06,10.704,13.674,0.90721,14.774,13.659,1.6615,15.472,12.762,2.6279,12.238,11.157,2.0957,12.132,10.305,3.1888,13.691,12.441,2.8005,10.435,11.203,2.4337,10.071,10.197,3.7978,10.13,14.297,2.8898,9.5316,14.259,2.5806,8.1991,14.593,4.2121,7.3262,15.816,2.8482,10.569,16.858,1.9261,8.976,18.066,2.2697,8.4334,59.902,7.9022,22.266,64.616,5.5255,12.033,73.186,2.277,11.321,73.133,-1.1601,9.7191,72.901,-2.7277,9.8595,71.222,-3.6342,9.1434,74.326,-1.2137,9.2373,74.77,-2.6399,8.6733,73.865,-3.642,7.1276,75.716,-0.12335,9.0866,76.394,-0.53338,6.6041,77.099,-0.30694,6.3542,76.281,1.6564,10.394,78.39,2.0889,11.187,78.554,3.7374,11.228,74.299,2.3995,13.265,76.257,1.7047,15.42
25.561,16.524,26.603,42.824,14.284,26.481,59.028,9.9336,26.921,20.621,11.574,20.845,20.122,9.8715,13.115,14.103,3.5248,10.924,13.573,0.58183,14.894,13.708,1.1481,15.879,12.696,2.228,12.226,11.156,1.7099,12.617,10.176,2.8684,13.512,12.331,2.4609,10.401,11.086,2.0832,10.003,9.8614,3.419,9.8244,14.17,2.5549,9.5156,14.146,2.2263,8.1607,14.488,3.9075,7.376,15.656,2.5912,10.665,16.763,1.6264,8.9727,18.033,2.0099,8.4635,59.519,7.8874,22.325,64.084,5.7252,11.939,72.64,2.4992,11.306,72.578,-0.90042,9.464,72.373,-2.4682,9.752,70.938,-3.351,8.8168,73.811,-0.91297,9.0384,74.312,-2.085,8.0151,73.342,-3.1804,6.5059,75.236,0.18263,9.0823,76.125,-0.2656,6.5443,76.715,0.37181,6.328,75.817,1.8572,10.446,77.901,2.2942,11.157,78.066,3.9841,11.389,73.763,2.5607,13.18,75.458,1.8874,15.536
25.211,16.485,26.577,42.49,14.276,26.514,58.728,9.8893,26.951,20.341,11.485,20.785,19.903,9.643,13.103,13.902,3.4251,10.643,13.487,0.28226,14.676,13.318,1.0515,15.172,12.583,1.9172,12.223,11.072,1.2856,12.562,10.038,2.5614,13.527,12.198,2.0795,10.395,10.995,1.6526,10.231,9.7669,3.0145,9.8139,14.076,2.1871,9.4592,13.976,1.848,8.1913,14.367,3.5862,7.4283,15.516,2.2941,10.759,16.668,1.3039,9.0077,17.989,1.7063,8.5608,59.144,7.8834,22.326,63.541,5.914,11.897,72.104,2.716,11.259,71.981,-0.6637,9.4069,71.838,-2.1968,9.5282,70.239,-2.9983,8.5435,73.318,-0.63573,8.9095,73.777,-1.8481,8.3813,72.912,-2.5261,6.4965,74.759,0.50056,9.1576,75.709,0.076997,6.7128,76.16,0.65001,6.4476,75.322,2.0686,10.514,77.36,2.51,11.164,77.066,3.9242,12.071,73.215,2.7429,13.111,74.78,2.0365,15.391
24.846,16.451,26.56,42.098,14.226,26.566,58.45,9.8542,26.873,20.05,11.398,20.715,19.688,9.3931,13.093,13.901,3.0327,10.774,13.415,-0.01764,14.712,13.316,0.69735,15.799,12.435,1.5769,12.322,10.991,0.86162,12.741,9.9509,2.1217,13.527,12.057,1.6711,10.488,10.932,1.2335,10.207,9.6979,2.5456,9.8007,14.027,1.8304,9.5047,13.917,1.4668,8.2222,14.224,3.1763,6.8669,15.339,1.9918,10.81,16.584,0.9792,9.0191,17.938,1.376,8.6642,58.782,7.8751,22.313,62.967,6.1203,11.792,71.536,2.9201,11.222,71.437,-0.31969,9.1227,71.239,-1.9047,9.225,69.706,-2.6691,8.0969,72.617,-0.096369,8.5313,73.161,-1.2603,7.9935,72.367,-2.0658,5.9299,74.219,0.7582,9.0824,75.217,0.44982,6.7226,75.649,0.99417,6.6018,74.775,2.2888,10.537,76.752,2.657,11.38,76.591,3.9654,12.219,72.627,2.9872,13.074,74.102,2.1855,15.245
24.492,16.402,26.587,41.743,14.18,26.674,58.151,9.8038,26.86,19.716,11.333,20.656,19.503,9.1339,13.024,13.776,2.6872,10.854,13.241,-0.26625,15.016,13.358,0.34089,16.079,12.33,1.2051,12.376,11.105,0.38899,12.894,9.8801,1.7206,13.53,11.893,1.2213,10.54,10.909,0.78429,10.212,9.6072,2.0707,9.8365,13.941,1.4156,9.5367,13.92,1.084,8.2116,14.089,2.7834,6.9256,15.215,1.692,10.751,16.527,0.64507,9.1251,17.85,1.0306,8.6973,58.39,7.8667,22.325,62.375,6.3062,11.678,70.954,3.1308,11.147,70.877,-0.082395,9.0842,70.92,-1.7162,9.2859,69.094,-2.3287,7.6178,72.071,0.20166,8.5051,72.624,-0.73424,7.7053,71.642,-1.0818,4.7127,73.658,1.0323,8.9528,74.683,0.80839,6.195,75.473,1.7572,6.1751,74.204,2.569,10.447,76.121,2.9091,11.225,76.013,4.152,12.24,72.083,3.2008,12.915,73.424,2.3346,15.099
24.151,16.364,26.532,41.401,14.133,26.779,57.806,9.8317,26.895,19.425,11.218,20.642,19.348,8.8443,12.979,13.592,2.3367,10.793,13.099,-0.16256,14.982,13.35,0.077042,16.242,12.052,0.60689,12.53,11.01,-0.056949,13.017,9.7757,1.4254,13.504,11.8,0.80729,10.6,10.867,0.37005,10.061,9.5346,1.5971,9.8589,13.872,0.98686,9.524,13.958,0.56731,8.5112,13.974,2.3984,6.9261,15.096,1.3499,10.826,16.47,0.25703,9.2571,17.74,0.65992,8.7814,58.006,7.8571,22.335,61.78,6.5291,11.601,70.358,3.3344,11.101,70.253,0.18568,8.8699,70.398,-1.3759,9.0695,68.523,-1.9842,7.0848,71.584,0.64835,8.2411,72.086,-0.32301,7.3607,71.176,-0.463,4.9198,73.155,1.4767,8.515,74.345,0.91737,7.1241,74.988,2.0929,6.2405,73.545,2.8082,10.625,75.425,3.012,11.298,75.432,4.4999,12.319,71.481,3.3956,12.802,72.682,2.6511,15.361
23.797,16.31,26.488,41.029,14.093,26.807,57.477,9.799,26.862,19.128,11.098,20.599,19.17,8.5306,12.97,13.478,1.8408,10.92,12.917,-0.43208,14.824,13.05,-0.049222,15.941,12.061,0.34748,12.44,10.972,-0.60208,12.981,9.478,0.85843,13.634,11.727,0.36727,10.576,11.027,-0.13281,10.086,9.5921,1.115,9.831,13.81,0.56422,9.5995,13.914,0.1089,8.6379,14.052,1.7659,7.4271,15.033,0.97133,10.902,16.417,-0.14775,9.2853,17.637,0.25941,8.856,57.775,7.8891,22.163,61.254,6.8512,11.417,69.753,3.5486,11.043,69.669,0.52218,8.5731,69.757,-1.1365,8.6819,68.137,-1.4598,7.7183,71.049,0.89444,8.2113,71.362,-0.043573,7.1497,70.983,0.37904,5.8633,72.579,1.7829,8.5948,73.889,1.3766,7.0682,74.481,2.7957,6.0442,72.9,3.0212,10.57,74.919,3.1966,11.302,74.773,4.7279,12.389,70.851,3.5758,12.713,72.064,2.7214,15.395
23.445,16.252,26.439,40.68,14.077,26.808,57.181,9.7444,26.809,18.812,10.945,20.608,18.963,8.2137,12.994,13.378,1.3083,11.089,12.582,-0.64968,14.63,12.988,-0.44158,16.206,11.794,-0.11624,12.461,10.981,-1.0021,13.395,9.7592,0.53102,13.495,11.662,-0.088842,10.639,10.936,-0.528,9.9913,9.5122,0.59469,9.9057,13.743,0.12319,9.6972,13.9,-0.1768,8.7414,14.033,1.2951,7.7222,15.135,0.52656,10.883,16.372,-0.54531,9.3759,17.808,-0.03799,9.0623,57.406,7.8642,22.162,60.63,7.0676,11.3,69.28,3.6412,10.87,69.043,0.82483,8.3082,69.155,-0.75309,8.1161,67.616,-1.0797,7.4581,70.457,1.2085,8.0433,70.81,0.32619,7.0828,70.424,0.81896,5.6428,71.976,2.1293,8.5045,73.306,1.7262,7.2766,74.031,3.2796,6.4562,72.268,3.258,10.508,74.307,3.3775,11.314,73.995,4.7792,12.729,70.18,3.5691,12.716,71.21,2.7416,15.39
23.094,16.203,26.383,40.303,14.016,26.879,56.832,9.7239,26.824,18.523,10.81,20.574,18.777,7.8668,13.017,13.33,0.90635,11.229,12.525,-0.89875,14.829,12.937,-0.73883,16.32,11.615,-0.71501,12.711,10.991,-1.5181,13.644,9.649,0.12349,13.603,11.617,-0.55482,10.697,10.891,-1.1067,10.181,9.4231,0.070856,9.9613,13.582,-0.38886,9.9042,13.802,-0.60907,8.8873,13.904,0.73296,7.4547,15.019,0.083792,11.058,16.309,-0.94872,9.491,17.879,-0.31022,9.0744,57.021,7.8564,22.168,60.002,7.2695,11.242,68.672,3.7872,10.784,68.375,1.102,8.0076,68.407,-0.33548,7.3474,67.007,-0.66733,6.9781,69.851,1.5406,7.8944,70.258,0.69595,7.016,69.845,1.3045,5.1495,71.36,2.5372,8.3887,72.715,2.1144,7.0551,73.384,3.6832,6.5067,71.6,3.4773,10.462,73.596,3.6488,11.343,73.521,5.2272,12.447,69.516,3.7313,12.707,70.461,2.9472,15.503
22.745,16.147,26.33,39.944,13.97,26.953,56.517,9.6991,26.835,18.231,10.679,20.521,18.583,7.504,13.056,13.183,0.52634,11.245,12.409,-1.3099,14.909,12.791,-1.0035,16.365,11.592,-1.138,12.782,10.947,-1.9086,13.61,9.5064,-0.40355,13.819,11.522,-1.0101,11.21,10.826,-1.5778,10.227,9.3584,-0.4527,10.074,13.524,-0.86858,10.017,13.693,-1.1083,8.9921,13.803,0.30082,7.4447,14.977,-0.35111,11.198,16.219,-1.3638,9.6098,17.862,-0.65978,9.2271,56.6,7.8097,22.21,59.334,7.4482,11.151,68.024,3.9899,10.718,67.777,1.358,7.8102,67.697,-0.092067,7.7993,66.341,-0.23391,6.42,68.975,1.9049,7.4651,69.705,1.0657,6.9491,69.457,1.8601,4.707,70.748,2.7731,8.3336,72.067,2.5118,6.9106,72.829,4.3468,6.5454,71.189,3.7538,10.221,72.926,3.9963,11.275,72.869,5.4416,12.449,68.856,3.8995,12.743,69.66,3.2604,15.145
22.396,16.087,26.266,39.617,13.927,27.027,56.168,9.664,26.846,17.902,10.512,20.554,18.408,7.1478,13.066,13.048,0.124,11.308,12.24,-1.5978,14.924,12.644,-1.2701,16.409,11.538,-1.5612,12.852,10.809,-2.3696,13.6,9.1779,-0.9461,14.199,11.39,-1.5052,11.604,10.729,-2.087,10.496,9.277,-0.95954,10.197,13.452,-1.3571,10.173,13.603,-1.6372,9.1572,13.776,-0.36819,7.7252,14.904,-0.787,11.391,16.236,-1.7297,9.7489,17.733,-1.1659,9.5243,56.198,7.7468,22.244,58.672,7.6166,11.096,67.35,4.2087,10.681,67.162,1.5892,7.6133,67.06,0.26928,7.5514,65.599,-0.010714,6.9375,68.258,2.1993,7.1645,68.973,1.4671,7.0738,68.415,2.2257,4.958,70.099,3.1072,8.2134,71.449,2.8871,6.8784,72.153,4.8373,6.4918,70.438,4.0525,10.204,72.384,4.1466,11.139,72.172,5.6559,12.515,68.218,4.091,12.677,69.094,3.1468,14.885
22.049,16.037,26.196,39.271,13.899,27.056,55.816,9.6257,26.865,17.637,10.332,20.516,18.223,6.7633,13.127,12.961,-0.34167,11.47,12,-2.4145,15.093,12.55,-1.4048,16.406,11.473,-2.0469,12.976,10.715,-2.9338,13.807,9.1636,-1.5456,14.284,11.289,-2.0122,11.811,10.663,-2.5255,10.433,9.33,-1.5669,10.267,13.367,-1.8608,10.334,13.526,-2.1905,9.3524,13.664,-0.87724,7.7692,14.813,-1.2372,11.597,16.215,-2.137,10.073,17.733,-1.5233,9.8699,55.817,7.729,22.237,57.991,7.7837,11.04,66.656,4.3843,10.646,66.463,1.7853,7.7148,66.441,0.62098,7.3265,64.89,0.39143,6.0997,67.72,2.4795,8.166,68.43,1.7904,6.6968,67.788,2.5545,5.248,69.443,3.438,8.0539,70.732,3.2091,7.0549,71.553,5.1794,6.4223,69.775,4.3065,10.093,71.596,4.1773,11.169,71.574,5.788,12.461,67.522,4.2572,12.629,68.361,3.1276,15.062
21.7,15.971,26.133,38.935,13.849,27.068,55.445,9.5932,26.893,17.331,10.165,20.51,18.002,6.3974,13.318,12.855,-0.8256,11.612,11.847,-2.7621,15.23,12.474,-2.0684,16.807,11.309,-2.5093,13.016,10.693,-3.3481,14.238,9.3353,-2.0062,14.168,11.249,-2.5205,11.886,10.603,-3.0125,10.599,9.2877,-2.1627,10.478,13.404,-2.2856,10.828,13.547,-2.6858,9.4135,13.377,-1.6742,8.6939,14.708,-1.7306,11.865,16.148,-2.6322,10.318,17.585,-2.091,9.7029,55.392,7.8021,22.16,57.324,7.9559,11.026,65.993,4.5676,10.558,65.815,2.1048,7.6765,65.82,1.0101,6.9601,64.237,0.78819,5.9854,67.054,2.8171,8.1099,67.824,2.1,6.4806,67.189,2.9534,5.071,68.701,3.767,7.7557,70.053,3.6271,6.6644,70.681,5.7659,6.4633,68.965,4.3735,10.161,70.843,4.2956,11.148,70.905,6.033,12.362,66.797,4.4435,12.572,67.807,3.4041,14.482
21.353,15.893,26.063,38.578,13.809,27.066,55.117,9.5645,26.897,17.002,10.009,20.49,17.833,5.997,13.35,12.745,-1.3119,11.748,11.738,-3.0466,15.345,12.297,-2.4579,17.017,11.274,-2.982,13.508,10.68,-4.0627,14.877,9.2977,-2.6727,14.652,11.219,-3.0061,11.981,10.52,-3.5514,10.757,9.2167,-2.7308,10.741,13.328,-2.7385,11.082,13.697,-3.315,9.9228,13.281,-2.1686,8.7765,14.598,-2.1998,12.139,16.037,-3.0914,10.61,17.601,-2.4358,9.8589,54.994,7.7843,22.104,56.62,8.1119,10.979,65.14,4.7215,10.643,65.106,2.3076,7.7397,65.16,1.3183,6.921,63.531,1.1235,5.3416,66.396,2.9777,8.0029,67.038,2.3694,6.5069,66.572,3.3808,4.9691,68.044,4.0691,7.7484,69.381,3.9904,6.6758,70.013,6.0703,6.3974,68.226,4.5638,10.133,70.036,4.4446,11.094,70.391,6.2657,11.859,66.016,4.5626,12.627,66.987,3.502,14.312
21.002,15.822,25.989,38.183,13.739,27.111,54.804,9.5452,26.875,16.718,9.8053,20.46,17.629,5.6001,13.464,12.642,-1.7969,11.911,11.701,-3.5078,15.557,12.274,-2.986,17.545,11.248,-3.5128,13.974,10.65,-4.53,15.166,9.2199,-3.2337,14.921,11.183,-3.5004,12.101,10.604,-4.0759,10.964,9.1944,-3.3447,10.99,13.229,-3.2561,11.363,13.691,-3.8374,10.159,13.394,-2.7599,8.8304,14.512,-2.663,12.389,15.957,-3.578,10.928,17.436,-3.0854,10.57,54.628,7.7343,22.087,55.911,8.2592,10.95,64.493,4.9399,10.521,64.471,2.6336,7.5387,64.359,1.5525,6.8701,63.088,1.5256,5.3377,65.905,3.3013,7.5428,66.318,2.6626,6.4385,65.965,3.7363,4.7417,67.34,4.3192,7.588,68.635,4.2758,6.6834,69.177,6.4562,6.6794,67.652,4.9416,9.9213,69.456,4.6089,11.147,69.686,6.3418,11.749,65.406,4.8352,12.434,66.157,3.5948,14.288
20.672,15.756,25.887,37.825,13.707,27.104,54.461,9.5139,26.844,16.429,9.6084,20.456,17.257,5.1172,13.722,12.5,-2.3568,12.506,11.582,-3.8642,15.636,12.278,-3.4479,18.126,11.043,-3.9153,14.123,9.9699,-4.5475,14.414,9.0919,-3.8082,15.203,11.109,-4.1036,12.321,10.599,-4.5993,11.054,9.1462,-3.916,11.261,13.136,-3.7967,11.609,13.636,-4.3485,10.409,13.383,-3.3066,8.8818,14.456,-3.1057,12.634,15.907,-4.0308,11.362,17.363,-3.6266,10.789,54.253,7.6802,22.068,55.219,8.3878,11.008,63.749,5.1204,10.503,63.817,2.9843,7.471,63.597,1.7164,7.0779,62.336,1.8926,4.9361,65.112,3.6568,7.6068,65.611,2.9688,6.34,65.278,4.0189,4.5915,66.625,4.5893,7.6289,67.923,4.6102,6.0979,68.491,6.763,6.5639,66.952,5.0492,9.7655,68.758,4.7811,11.07,68.889,6.5289,11.819,65.074,4.7238,12.026,65.247,3.5099,14.416
20.317,15.677,25.818,37.474,13.665,27.083,54.126,9.459,26.794,16.144,9.4287,20.409,17.117,4.6989,13.79,12.364,-2.8328,12.712,11.449,-4.2578,15.802,12.152,-3.9022,18.52,10.853,-4.3041,13.918,9.9432,-5.1228,14.67,8.76,-4.073,14.786,11.081,-4.597,12.534,10.38,-5.2561,12.012,9.0559,-4.515,11.588,13.057,-4.3224,11.937,13.526,-4.9029,10.752,13.337,-3.9872,9.637,14.446,-3.6755,12.924,15.863,-4.4965,11.742,17.337,-4.0555,11.035,53.842,7.6292,22.088,54.507,8.5208,11.015,63.028,5.2873,10.427,63.04,3.1426,7.4362,62.927,2.0303,6.8186,61.602,2.3526,4.3191,64.258,3.7253,7.6196,64.851,3.2524,6.3228,64.603,4.4686,4.4169,65.884,4.8464,7.53,67.14,5.0351,6.1289,67.622,7.1465,6.9298,66.129,5.2665,9.7973,68.011,4.9751,10.969,68.226,6.7245,11.623,64.301,4.9238,12.016,64.598,3.526,14.135
19.967,15.59,25.738,37.102,13.595,27.104,53.788,9.412,26.771,15.815,9.1964,20.448,16.916,4.2505,13.958,12.23,-3.2703,12.881,11.381,-4.7422,16.076,12.172,-4.314,19.037,10.817,-4.7375,14.373,9.7468,-5.5105,14.896,8.5656,-4.4366,14.861,11.024,-5.0825,12.789,10.249,-5.7751,12.337,8.9657,-5.0084,11.844,12.962,-4.8577,12.308,13.032,-5.7081,11.463,13.205,-4.6355,10.093,14.317,-4.1547,13.26,15.821,-5.1472,12.245,17.189,-4.6226,11.554,53.443,7.5565,22.113,53.772,8.6499,11.037,62.31,5.44,10.373,62.274,3.3837,7.1849,62.154,2.2966,6.2031,60.511,2.5224,4.4493,63.49,3.9144,7.579,64.144,3.5698,6.2048,63.926,4.746,4.3302,65.16,5.0634,7.4488,66.399,5.3504,6.1815,66.98,7.4929,6.3782,65.477,5.4356,9.7915,67.347,5.2126,10.808,67.356,6.8573,11.689,63.57,5.094,11.97,63.89,3.5566,14.098
19.624,15.49,25.641,36.749,13.536,27.145,53.437,9.3716,26.776,15.54,8.9817,20.417,16.751,3.8218,14.14,12.105,-3.6917,13.128,11.352,-5.2041,16.559,12.056,-5.1368,20.082,10.773,-5.1865,14.646,9.5774,-5.8441,14.978,8.4328,-4.9432,15.186,10.93,-5.3388,13.276,10.268,-5.8957,12.528,8.7271,-4.9603,11.527,12.837,-5.2891,12.606,13.057,-5.8911,11.653,13.127,-5.0211,9.3441,14.187,-4.6311,13.658,15.757,-5.6885,12.772,17.223,-4.9424,11.796,53.067,7.4898,22.105,53.059,8.7594,11.028,61.602,5.566,10.469,61.465,3.4229,6.9484,61.346,2.5685,5.6542,59.8,2.8437,4.9373,62.89,4.2607,7.404,63.419,3.8406,6.0261,62.896,5.0419,4.5136,64.38,5.3325,7.3757,65.585,5.6168,6.1521,66.123,7.7287,6.3959,64.826,5.6046,9.7857,66.648,5.48,10.391,66.467,7.1668,11.206,62.85,5.2474,11.933,63.183,3.5871,14.06
19.258,15.403,25.529,36.404,13.484,27.148,53.062,9.3414,26.78,15.248,8.8014,20.434,16.612,3.465,14.314,12.076,-4.112,13.487,11.337,-5.6643,17.076,11.969,-5.2627,20.044,10.636,-5.4,15.052,9.4707,-6.1783,15.204,8.0997,-5.7219,15.806,10.809,-5.4436,13.464,10.262,-5.9394,13.06,8.6551,-4.7992,11.357,12.768,-5.4384,12.813,12.898,-5.8452,11.567,13.152,-4.7533,9.0338,14.158,-4.8845,13.869,15.672,-5.742,12.938,17.426,-5.4049,12.321,52.689,7.4509,22.07,52.303,8.8723,10.991,60.853,5.7062,10.418,60.657,3.4621,6.7118,60.405,2.9247,6.161,59.145,3.3661,5.3781,62.183,4.4444,7.1615,62.671,4.1524,5.8816,61.999,5.2872,4.5362,63.576,5.533,7.1684,64.831,5.8825,5.7917,65.185,7.9911,6.8238,64.094,5.7878,9.7174,65.92,5.656,10.236,65.673,7.3796,11.263,62.084,5.1793,11.873,62.476,3.6176,14.023
18.907,15.308,25.456,36.075,13.427,27.166,52.709,9.3024,26.751,14.974,8.6062,20.426,16.583,3.2844,14.43,12.091,-4.2017,13.494,11.044,-5.7818,17.14,11.378,-5.7375,20.101,10.606,-5.6099,15.144,9.3728,-6.376,15.913,7.9073,-5.7129,16.541,10.814,-5.4487,13.465,10.234,-5.9605,13.229,8.7965,-4.9754,11.647,12.787,-5.4903,12.856,12.941,-5.919,11.62,13.192,-4.7758,9.646,14.182,-5.011,13.934,15.698,-5.7564,13.16,17.576,-5.3694,12.475,52.29,7.4282,21.975,51.562,8.9461,11.025,60.105,5.8527,10.366,59.908,3.6823,6.5901,59.781,3.1696,5.8446,58.197,3.6707,5.3135,61.341,4.6183,7.0391,61.876,4.4093,5.7494,61.373,5.7534,4.1783,62.846,5.771,6.7936,64.062,6.1383,5.9262,64.377,8.2215,6.7091,63.372,5.9746,9.6248,65.131,5.8387,10.154,65.087,7.5238,10.958,61.318,5.1112,11.813,61.769,3.6482,13.986
18.557,15.208,25.388,35.718,13.344,27.189,52.368,9.2562,26.727,14.404,8.3834,20.73,16.629,3.2895,14.529,12.11,-4.22,13.505,10.977,-5.867,17.588,11.021,-5.6131,19.382,10.575,-5.6537,15.105,9.3181,-6.4325,16.029,7.8919,-5.464,16.161,10.792,-5.4892,13.459,10.207,-5.9978,13.181,8.7873,-5.0012,11.814,12.723,-5.5302,12.916,12.916,-6.0068,11.669,13.209,-4.7431,9.6433,14.203,-5.0104,13.905,15.712,-5.7493,13.128,17.621,-5.3269,12.503,51.932,7.3609,21.958,50.811,9.0147,11.088,59.335,5.9939,10.306,59.17,3.9335,6.657,59.096,3.4103,5.7166,57.294,3.9675,5.3077,60.497,4.8166,6.9977,61.068,4.6461,5.6509,60.619,6.0082,3.9997,62.056,5.9324,6.9271,63.215,6.3256,5.8275,63.659,8.4492,6.5313,62.659,6.0997,9.5801,64.411,6.0307,9.9889,64.334,7.6037,10.9,60.551,5.0431,11.753,61.062,3.6787,13.949
18.213,15.118,25.327,35.372,13.308,27.166,52.019,9.1936,26.707,14.109,8.2631,20.793,16.657,3.3226,14.616,12.122,-4.1896,13.468,11.009,-5.7671,17.493,11.04,-5.6958,19.526,10.57,-5.6627,15.054,9.3346,-6.3537,15.97,7.8447,-5.6003,16.363,10.78,-5.4895,13.529,10.199,-6.0056,13.121,8.7596,-5.0065,11.847,12.577,-5.609,12.995,12.897,-6.0074,11.734,13.312,-4.6803,9.471,14.209,-4.9637,13.855,15.719,-5.7317,13.065,17.558,-5.3467,12.435,51.562,7.2812,21.937,50.073,9.0923,11.162,58.684,6.1121,10.141,58.375,4.092,6.5918,58.133,3.5166,5.8044,56.418,4.223,5.2335,59.666,5.0129,6.937,60.289,4.8432,5.5281,59.753,6.2599,3.9224,61.235,6.1108,6.7611,62.348,6.4482,5.7714,62.721,8.5527,6.5839,61.911,6.255,9.444,63.617,6.1694,9.9108,63.437,7.8314,10.843,59.785,4.975,11.693,60.355,3.7092,13.911
17.863,15.043,25.287,35.012,13.241,27.164,51.697,9.1569,26.629,13.869,8.1807,20.798,16.603,3.3765,14.635,12.12,-4.1455,13.416,11.108,-5.8113,17.594,10.96,-5.3927,19.199,10.586,-5.6947,15.071,9.3437,-6.3424,15.905,7.8986,-5.6188,16.315,10.816,-5.6745,13.755,10.19,-6.016,13.062,8.7598,-4.9998,11.849,12.736,-5.486,12.842,12.878,-6.0085,11.646,13.32,-4.6968,9.4675,14.204,-4.9278,13.833,15.72,-5.7324,13.044,17.51,-5.3702,12.384,51.155,7.2053,21.932,49.501,9.0357,11.498,57.871,6.1792,10.142,57.48,4.2348,6.4311,57.226,3.6251,5.8158,55.395,4.2367,5.3615,58.857,5.1726,6.9377,59.505,5.0355,5.3612,58.653,6.4494,4.2642,60.398,6.3157,6.4667,61.48,6.5707,5.7153,61.856,8.8348,6.65,61.15,6.3924,9.3695,62.83,6.3481,9.7604,63.021,8.0328,10.436,59.018,4.9069,11.633,59.647,3.7398,13.874
17.517,14.954,25.239,34.611,13.159,27.215,51.412,9.1183,26.532,13.681,8.1314,20.756,16.509,3.4236,14.623,12.111,-4.0803,13.276,11.144,-5.7781,17.611,10.995,-5.3999,19.15,10.592,-5.6868,15.103,9.1294,-6.1799,15.517,7.8501,-5.6271,16.477,10.807,-5.6802,13.771,10.192,-6.0093,12.999,8.7463,-4.9855,11.837,12.697,-5.5177,12.864,12.884,-5.9599,11.56,13.321,-4.6925,9.387,14.193,-4.9315,13.828,15.717,-5.7346,13.023,17.468,-5.388,12.346,50.756,7.1259,21.951,48.724,9.0544,11.508,57.045,6.3665,10.215,56.657,4.3489,6.5352,56.223,3.8397,5.8648,54.671,4.4965,5.1548,57.995,5.3522,6.8711,58.58,5.1892,5.3654,57.878,6.8642,3.9888,59.59,6.4374,6.3693,60.584,6.7551,5.4097,61.046,8.915,6.6103,60.344,6.4809,9.3212,62.029,6.5384,9.6095,62.097,8.2291,10.387,58.252,4.8388,11.573,58.94,3.7703,13.837
17.171,14.89,25.204,34.286,13.097,27.253,51.113,9.1146,26.435,13.48,8.0531,20.762,16.43,3.4268,14.644,12.096,-4.087,13.272,11.337,-5.8726,17.893,11.046,-5.5525,19.196,10.59,-5.6888,15.099,9.1119,-6.1786,15.478,7.8682,-5.6073,16.272,10.81,-5.6751,13.773,10.184,-6.0142,12.993,8.7369,-4.9896,11.831,12.694,-5.5159,12.86,12.852,-5.9401,11.493,13.301,-4.6962,9.3784,14.181,-4.9339,13.835,15.717,-5.7344,13.02,17.477,-5.3873,12.356,50.457,7.1204,21.878,47.963,9.0837,11.602,56.26,6.3694,10.173,55.793,4.5258,6.3215,55.399,3.9466,5.7428,53.877,4.6694,5.0739,57.055,5.4363,6.8934,57.717,5.345,5.298,56.662,6.9074,4.2027,58.657,6.5808,6.6115,59.706,6.8957,5.2319,60.031,9.1901,6.1785,59.616,6.604,9.18,61.246,6.6888,9.3709,61.36,8.4631,10.154,57.485,4.7707,11.513,58.233,3.8009,13.799
