pt1_X,pt1_Y,pt1_Z,pt2_X,pt2_Y,pt2_Z,pt3_X,pt3_Y,pt3_Z,pt4_X,pt4_Y,pt4_Z,pt5_X,pt5_Y,pt5_Z,pt6_X,pt6_Y,pt6_Z,pt7_X,pt7_Y,pt7_Z,pt8_X,pt8_Y,pt8_Z,pt9_X,pt9_Y,pt9_Z,pt10_X,pt10_Y,pt10_Z,pt11_X,pt11_Y,pt11_Z,pt12_X,pt12_Y,pt12_Z,pt13_X,pt13_Y,pt13_Z,pt14_X,pt14_Y,pt14_Z,pt15_X,pt15_Y,pt15_Z,pt16_X,pt16_Y,pt16_Z,pt17_X,pt17_Y,pt17_Z,pt18_X,pt18_Y,pt18_Z,pt19_X,pt19_Y,pt19_Z,pt20_X,pt20_Y,pt20_Z,pt21_X,pt21_Y,pt21_Z,pt22_X,pt22_Y,pt22_Z,pt23_X,pt23_Y,pt23_Z,pt24_X,pt24_Y,pt24_Z,pt25_X,pt25_Y,pt25_Z,pt26_X,pt26_Y,pt26_Z,pt27_X,pt27_Y,pt27_Z,pt28_X,pt28_Y,pt28_Z,pt29_X,pt29_Y,pt29_Z,pt30_X,pt30_Y,pt30_Z,pt31_X,pt31_Y,pt31_Z,pt32_X,pt32_Y,pt32_Z,pt33_X,pt33_Y,pt33_Z,pt34_X,pt34_Y,pt34_Z,pt35_X,pt35_Y,pt35_Z,pt36_X,pt36_Y,pt36_Z,pt37_X,pt37_Y,pt37_Z
66.785,13.944,24.359,82.299,12.164,28.599,98.174,7.7893,23.057,66.281,7.0708,19.284,72.622,4.7875,16.065,76.177,-1.9973,10.923,76.649,-4.5833,13.365,76.644,-5.388,15.954,76.779,-4.3045,11.272,77.825,-4.927,11.121,76.909,-5.809,9.326,77.211,-3.6926,9.7589,78.419,-4.3298,9.4391,78.76,-4.5154,7.4673,77.632,-1.9583,9.9221,78.933,-2.0569,9.4417,78.934,-0.70652,8.5983,77.677,-0.71035,12.406,78.779,-0.51295,12.393,79.308,1.1527,12.182,95.086,5.4323,18.854,84.311,4.0922,15.487,85.595,-3.4784,12.058,83.166,-4.7281,13.553,81.542,-5.1563,14.309,79.271,-4.2698,15.82,82.314,-5.2382,12.707,80.377,-5.6718,13.251,79.203,-4.2337,12.403,83.181,-5.2104,10.884,81.988,-5.5168,9.4464,80.634,-4.0751,8.9604,85.119,-4.942,10.999,85.911,-5.4426,9.4022,86.055,-3.42,7.795,87.843,-4.4362,11.939,89.995,-5.1898,12.282
66.785,13.944,24.359,82.299,12.164,28.599,98.174,7.7893,23.057,66.281,7.0708,19.284,72.622,4.7875,16.065,76.177,-1.9973,10.923,76.649,-4.5833,13.365,76.644,-5.388,15.954,76.779,-4.3045,11.272,77.825,-4.927,11.121,76.909,-5.809,9.326,77.211,-3.6926,9.7589,78.419,-4.3298,9.4391,78.76,-4.5154,7.4673,77.632,-1.9583,9.9221,78.933,-2.0569,9.4417,78.934,-0.70652,8.5983,77.677,-0.71035,12.406,78.779,-0.51295,12.393,79.308,1.1527,12.182,95.086,5.4323,18.854,84.311,4.0922,15.487,85.595,-3.4784,12.058,83.166,-4.7281,13.553,81.542,-5.1563,14.309,79.271,-4.2698,15.82,82.314,-5.2382,12.707,80.377,-5.6718,13.251,79.203,-4.2337,12.403,83.181,-5.2104,10.884,81.988,-5.5168,9.4464,80.634,-4.0751,8.9604,85.119,-4.942,10.999,85.911,-5.4426,9.4022,86.055,-3.42,7.795,87.843,-4.4362,11.939,89.995,-5.1898,12.282
66.341,13.899,24.386,81.977,12.19,28.504,97.846,7.8029,23.025,65.84,7.0805,19.323,72.171,4.974,16.058,75.725,-1.856,10.957,76.12,-4.2594,12.815,76.071,-5.222,16.017,76.236,-4.1795,11.193,77.357,-4.7934,11.168,77.152,-5.6615,9.382,76.803,-3.5574,9.7922,77.997,-4.1747,9.6172,79.063,-4.5428,9.0324,77.23,-1.7664,10.244,78.645,-1.8611,10.039,78.52,-0.41938,8.4536,77.295,-0.56362,12.823,78.312,-0.31379,12.443,78.799,1.3641,12.186,94.726,5.4357,18.888,84.078,4.0696,15.299,85.598,-3.4824,12.032,83.274,-4.7007,13.418,81.708,-5.1993,14.35,79.432,-4.3089,15.859,82.505,-5.1086,12.78,80.381,-5.6818,13.212,79.312,-4.1379,12.559,83.181,-5.2104,10.884,81.941,-5.5018,9.4629,80.561,-4.0789,9.1256,85.295,-4.8976,10.83,85.886,-5.3914,9.2421,86.094,-3.392,7.7176,87.905,-4.367,11.858,89.997,-5.1982,12.288
65.864,13.87,24.4,81.612,12.184,28.438,97.455,7.8032,23.088,65.356,7.104,19.348,71.751,5.1556,16.024,75.295,-1.7,11.007,75.447,-4.1894,13.742,75.649,-4.8663,15.975,75.716,-4.0891,11.819,76.816,-4.7024,11.257,76.607,-5.5124,9.5014,76.339,-3.377,9.901,77.527,-4.0564,9.8234,78.617,-4.4207,9.1297,76.817,-1.5406,9.8231,78.242,-1.6568,9.8007,78.103,-0.29089,8.4341,76.928,-0.31718,12.713,77.837,-0.099599,12.438,78.323,1.5658,12.179,94.357,5.4347,18.937,83.834,4.0485,15.064,85.602,-3.4821,11.995,83.165,-4.729,13.495,81.655,-5.238,14.319,79.593,-4.348,15.899,82.41,-5.1629,12.966,80.385,-5.6925,13.179,79.269,-4.1627,12.244,83.147,-5.1529,10.573,81.932,-5.5065,9.4426,80.515,-4.0455,9.108,85.458,-4.758,10.636,85.861,-5.3403,9.0819,86.441,-3.2955,7.295,88.022,-4.5509,11.786,90.001,-5.2047,12.282
65.396,13.835,24.473,81.153,12.16,28.462,97.032,7.8014,23.202,64.883,7.1309,19.368,71.291,5.3654,15.989,74.819,-1.5063,10.937,74.603,-3.791,13.389,74.62,-4.6813,15.476,75.182,-3.9445,11.562,76.285,-4.596,11.516,76.04,-5.4028,9.9241,75.856,-3.1651,9.9143,76.951,-3.9642,9.8487,78.021,-4.2469,8.9785,76.371,-1.3928,10.163,77.821,-1.515,9.9421,77.716,-0.16718,8.3885,76.537,-0.087606,12.583,77.366,0.055566,12.434,77.816,1.8017,12.007,93.989,5.4334,18.992,83.584,4.0274,14.863,85.601,-3.483,11.962,83.255,-4.7371,13.325,81.711,-5.2346,14.285,79.755,-4.3871,15.938,82.438,-5.1867,12.434,80.334,-5.7438,13.213,79.176,-4.1556,12.703,83.14,-5.137,10.533,81.935,-5.5052,9.3937,80.575,-4.0856,9.1143,85.633,-4.7111,10.432,85.917,-5.2256,7.5924,86.538,-3.2772,7.1799,88.098,-4.5421,11.704,90.002,-5.2074,12.28
64.948,13.792,24.516,80.722,12.126,28.502,96.603,7.8098,23.333,64.42,7.1861,19.321,70.825,5.5537,15.988,74.347,-1.3089,10.858,74.195,-3.6324,13.612,73.926,-4.2594,15.349,74.67,-3.7505,11.668,75.66,-4.4296,11.386,75.512,-5.2712,9.8535,75.404,-2.9902,10.059,76.396,-3.8421,9.9395,76.824,-4.3672,9.8767,75.895,-1.1275,9.5181,77.355,-1.3147,9.9154,77.37,-0.09161,8.3787,76.047,0.0984,12.527,76.876,0.25565,12.377,77.348,1.9901,11.858,93.628,5.4269,19.132,83.372,3.968,14.704,85.593,-3.4863,11.937,83.124,-4.8556,13.458,81.625,-5.207,14.302,79.916,-4.4262,15.978,82.467,-5.2009,12.429,80.289,-5.7539,13.167,79.686,-3.7911,11.746,83.127,-5.1132,10.4,81.936,-5.4981,9.3155,80.642,-4.0803,8.724,85.664,-4.6856,10.377,85.894,-5.2076,7.232,86.871,-3.3322,7.713,88.083,-4.5342,11.708,90.001,-5.208,12.282
64.47,13.747,24.532,80.28,12.103,28.492,96.194,7.8276,23.429,63.954,7.2082,19.367,70.369,5.7819,15.927,73.847,-1.087,10.728,73.553,-3.2686,13.443,73.202,-3.8689,15.128,74.155,-3.489,11.209,75.151,-4.1926,11.138,74.956,-5.1543,10.125,74.913,-2.859,10.166,75.92,-3.6583,9.7618,76.365,-4.2523,9.7577,75.366,-1.0258,10.033,76.886,-1.1634,10.158,76.967,-0.02822,8.6135,75.556,0.29222,12.445,76.411,0.45913,12.273,76.898,2.1679,11.713,93.274,5.4267,19.264,83.128,3.9451,14.465,85.581,-3.4877,11.883,83.123,-4.8571,13.422,81.668,-5.1312,14.208,80.077,-4.4653,16.017,82.478,-5.2015,12.428,80.47,-5.5542,12.907,79.662,-3.9596,11.833,83.134,-5.1267,10.494,81.941,-5.496,9.2784,80.711,-4.0683,8.8023,85.666,-4.6872,10.36,85.879,-5.2288,7.1781,86.922,-3.3558,7.9294,88.069,-4.5367,11.716,90.002,-5.2081,12.282
64.034,13.702,24.572,79.862,12.08,28.493,95.778,7.8196,23.535,63.47,7.2434,19.416,69.879,6.0118,15.91,73.319,-0.85691,10.662,73.207,-3.1424,13.722,72.499,-3.9153,15.239,73.567,-3.3055,10.99,74.583,-4.0026,10.967,74.407,-5.0338,10.308,74.624,-2.7989,10.504,75.398,-3.5247,9.6337,75.705,-4.1805,9.8757,74.869,-0.75413,9.815,76.405,-1.0028,10.202,76.463,0.21389,8.1665,75.03,0.48,12.384,75.937,0.67315,12.14,76.449,2.3345,11.584,92.929,5.4389,19.293,82.886,3.9149,14.204,85.568,-3.4918,11.857,83.123,-4.8575,13.379,81.619,-5.2431,14.493,80.573,-4.69,16.241,82.466,-5.2062,12.436,80.527,-5.5891,12.851,79.541,-4.0131,11.897,83.162,-5.1876,10.45,81.948,-5.4984,9.227,80.725,-4.0601,8.6298,85.721,-4.787,10.941,86.176,-5.2194,7.3197,86.941,-3.3531,7.926,88.066,-4.5384,11.713,90,-5.2107,12.281
63.556,13.658,24.661,79.458,12.055,28.431,95.399,7.8204,23.592,62.993,7.3071,19.398,69.391,6.2341,15.89,72.776,-0.63001,10.535,72.416,-2.6876,13.279,72.094,-3.5547,15.316,73.249,-3.1968,11.679,73.984,-3.8177,11.061,73.859,-4.9132,10.492,74.056,-2.6521,10.464,74.871,-3.3878,9.6042,75.183,-4.1139,9.7028,74.323,-0.59706,9.7652,75.922,-0.77108,9.8965,75.964,0.39236,8.3061,74.33,0.61761,12.443,75.45,0.88343,12.028,75.97,2.5622,11.477,92.575,5.4452,19.324,82.694,3.8674,14.087,85.556,-3.4925,11.834,83.117,-4.8492,13.307,81.632,-5.2299,14.525,80.557,-4.6078,15.956,82.463,-5.2064,12.423,80.494,-5.6006,12.867,79.568,-4.0553,11.831,83.142,-5.1413,10.588,81.949,-5.4945,9.1243,80.732,-4.0672,8.6184,85.696,-4.8279,11.059,86.348,-5.4483,7.6029,86.956,-3.3445,7.8462,88.066,-4.5373,11.704,90,-5.2126,12.278
63.091,13.604,24.73,79.046,12.007,28.442,95.037,7.828,23.629,62.533,7.3524,19.386,68.911,6.4898,15.82,72.211,-0.37541,10.344,71.799,-2.6322,13.441,71.29,-3.2615,14.791,72.577,-2.966,11.26,73.361,-3.6189,11.078,72.923,-5.2477,10.415,73.465,-2.4254,10.409,74.311,-3.198,9.5398,74.577,-3.941,9.679,73.802,-0.3434,9.7063,75.428,-0.61058,9.9658,75.432,0.63989,7.9408,73.725,0.85442,12.368,74.942,1.0824,11.839,75.482,2.7831,11.432,92.269,5.4774,19.299,82.494,3.8209,13.877,85.543,-3.4942,11.807,82.886,-4.8791,13.504,81.646,-5.2046,14.494,80.581,-4.6028,15.842,82.328,-5.278,12.56,80.583,-5.5993,12.79,79.546,-4.0775,11.686,83.136,-5.1383,10.619,81.953,-5.5047,9.0733,80.912,-4.1445,8.3675,85.706,-4.8631,11.077,86.349,-5.4496,7.5986,86.971,-3.3346,7.7289,88.067,-4.5336,11.694,89.998,-5.2162,12.27
62.633,13.571,24.762,78.657,11.965,28.445,94.682,7.8228,23.651,62.066,7.4105,19.394,68.411,6.7448,15.774,71.644,-0.11621,10.208,71.249,-2.3526,13.249,70.612,-3.0557,14.834,72.023,-2.6628,11.366,72.642,-3.4318,10.906,72.141,-5.1595,10.763,72.844,-2.0984,9.9374,73.64,-2.9535,9.3536,73.956,-3.7128,9.8364,73.226,-0.081546,9.462,74.898,-0.43767,9.893,75.144,0.51669,8.24,73.185,1.1149,12.17,74.432,1.3187,11.613,74.981,2.9668,11.328,91.911,5.4858,19.333,82.325,3.7611,13.715,85.527,-3.4931,11.752,82.781,-4.9457,13.582,81.576,-5.2616,14.433,80.38,-4.6679,15.864,82.289,-5.3334,12.598,80.518,-5.6665,12.884,78.995,-4.5089,12.165,83.134,-5.1381,10.608,81.949,-5.5077,9.0326,81.061,-4.2164,8.1581,85.7,-4.8689,11.064,86.361,-5.4336,7.622,87.016,-3.3278,7.6087,88.065,-4.5299,11.686,89.992,-5.2271,12.264
62.152,13.529,24.813,78.251,11.924,28.466,94.335,7.8338,23.713,61.58,7.4684,19.431,67.902,7.0194,15.744,71.051,0.16468,10.062,70.721,-2.1532,13.127,69.846,-2.698,14.491,71.355,-2.4095,10.992,71.919,-3.2967,11.03,71.089,-4.8339,10.376,72.181,-1.8123,9.6636,73.007,-2.7423,9.1703,73.292,-3.5947,9.8261,72.634,0.18099,9.2084,74.126,-0.19565,9.5106,74.584,0.74243,7.8858,72.617,1.365,11.976,73.904,1.5838,11.38,74.434,3.2355,11.169,91.555,5.4865,19.359,82.153,3.6826,13.594,85.514,-3.4901,11.729,82.762,-4.9358,13.554,81.506,-5.3186,14.372,80.366,-4.5895,15.801,82.244,-5.3821,12.643,80.465,-5.7269,12.962,78.881,-4.4684,12.133,83.133,-5.1392,10.598,81.931,-5.4967,8.9597,80.792,-4.2401,7.9042,85.692,-4.8679,11.032,86.359,-5.4333,7.6181,87.006,-3.3327,7.5089,88.066,-4.5273,11.685,89.979,-5.2508,12.275
61.695,13.46,24.888,77.824,11.888,28.453,93.915,7.831,23.833,61.091,7.5417,19.416,67.407,7.2626,15.71,70.445,0.46578,9.9343,69.984,-1.6094,12.458,69.426,-2.4811,14.457,70.67,-2.0234,10.161,71.202,-3.0032,10.671,70.276,-4.5473,10.385,71.479,-1.5702,9.6086,72.376,-2.491,8.9635,72.702,-3.2825,9.6061,72.045,0.42309,9.0766,73.469,-0.004426,9.3094,74.004,0.93179,7.8274,72.002,1.6378,11.81,73.311,1.8386,11.206,73.872,3.4931,10.937,91.187,5.4824,19.413,82.019,3.609,13.509,85.477,-3.5012,11.74,82.711,-4.9061,13.575,81.541,-5.3082,14.397,80.311,-4.5508,15.507,82.194,-5.4132,12.683,80.382,-5.8083,13.055,78.773,-4.5294,12.135,83.13,-5.1439,10.596,81.917,-5.5045,8.9378,80.67,-4.4304,7.9526,85.686,-4.8665,11.003,86.36,-5.4346,7.6135,86.995,-3.3711,7.5106,88.061,-4.5238,11.677,89.964,-5.2771,12.297
61.239,13.408,24.96,77.446,11.862,28.424,93.503,7.8301,23.944,60.602,7.599,19.423,66.906,7.533,15.636,69.788,0.80045,9.6898,69.414,-1.4266,12.22,68.707,-2.2893,14.221,69.956,-1.7141,10.199,70.465,-2.7548,10.693,69.431,-4.1565,10.173,70.757,-1.2981,9.3706,71.767,-2.2313,8.9422,71.901,-2.9959,9.1448,71.432,0.68179,8.9346,72.84,0.24311,9.1364,73.351,1.1894,7.499,71.396,1.9061,11.596,72.719,2.1002,11.004,73.316,3.7288,10.773,90.852,5.4854,19.459,81.919,3.5205,13.401,85.466,-3.4974,11.721,82.741,-4.8828,13.51,81.523,-5.3348,14.403,80.411,-4.76,16.382,82.165,-5.4243,12.628,80.27,-5.8524,13.183,78.78,-4.5749,11.886,83.125,-5.1542,10.603,81.91,-5.5206,8.9566,80.642,-4.3651,7.9045,85.853,-4.9718,10.827,86.357,-5.4381,7.6157,86.985,-3.3814,7.5133,88.053,-4.514,11.663,89.964,-5.1521,11.763
60.767,13.357,25.043,77.014,11.778,28.449,93.09,7.8235,24.052,60.106,7.6865,19.418,66.406,7.787,15.58,69.147,1.1176,9.4881,68.655,-1.2727,12.419,68.117,-2.0174,14.051,69.243,-1.4047,10.237,69.687,-2.4916,10.925,68.587,-3.7656,9.9602,70.01,-0.99103,8.9429,71.16,-1.9565,8.9294,71.186,-2.6659,8.7838,70.811,0.86133,8.8304,72.23,0.45164,9.0339,72.696,1.4441,7.2369,70.788,2.2236,11.356,72.107,2.371,10.75,72.73,3.99,10.467,90.549,5.4876,19.525,81.758,3.4365,13.235,85.455,-3.4941,11.693,82.757,-4.8958,13.437,81.505,-5.328,14.424,80.384,-4.852,16.285,82.24,-5.4212,12.544,80.382,-5.6912,13.033,78.775,-4.582,11.749,83.12,-5.1571,10.596,81.904,-5.5259,8.9664,80.461,-4.4034,8.0099,85.839,-4.9642,10.758,86.357,-5.4382,7.6125,86.963,-3.3896,7.5299,88.041,-4.4933,11.606,90.025,-5.1174,11.851
60.33,13.293,25.097,76.572,11.714,28.443,92.675,7.8189,24.171,59.613,7.7622,19.44,65.847,8.0884,15.562,68.474,1.4904,9.1978,67.945,-0.94284,12.14,67.61,-1.6977,13.962,68.501,-1.0215,9.9058,68.989,-2.0229,10.065,67.755,-3.4407,10.326,69.357,-0.56276,8.9828,70.557,-1.5756,9.6618,70.83,-2.1351,7.8709,70.164,1.1834,8.5999,71.581,0.70219,8.8532,72.05,1.6585,7.0312,70.17,2.5504,11.073,71.506,2.6495,10.513,72.155,4.2134,10.214,90.26,5.4873,19.598,81.598,3.3678,13.05,85.444,-3.4866,11.648,82.744,-4.8866,13.419,81.664,-5.3068,14.568,80.33,-4.8472,15.751,82.271,-5.4114,12.499,80.389,-5.6805,13.035,78.786,-4.585,11.688,83.119,-5.1561,10.579,81.903,-5.5301,8.9766,80.438,-4.5381,7.7882,85.833,-4.9628,10.745,86.363,-5.4399,7.6188,86.914,-3.4035,7.5703,88.037,-4.4821,11.533,90.066,-5.2044,11.94
59.888,13.233,25.143,76.157,11.651,28.485,92.265,7.816,24.286,59.107,7.8322,19.447,65.274,8.3928,15.536,67.793,1.8618,9.1099,67.316,-0.70278,12.029,66.872,-1.4231,13.661,67.731,-0.68862,9.3491,68.297,-1.5848,9.4833,66.955,-3.0384,10.127,68.608,-0.21962,8.6978,69.711,-1.0658,9.6252,70.082,-1.7746,7.3685,69.51,1.5109,8.4253,70.954,0.98966,8.6623,71.648,1.846,7.0645,69.486,2.825,10.928,70.871,2.9644,10.242,71.499,4.482,9.8788,89.921,5.4767,19.698,81.459,3.2843,12.884,85.438,-3.4872,11.626,82.73,-4.881,13.399,81.768,-5.4453,14.746,80.115,-4.9703,15.535,82.261,-5.4189,12.498,80.342,-5.7192,13.096,78.823,-4.5938,11.602,83.118,-5.1542,10.555,81.906,-5.5345,8.9833,80.408,-4.5931,7.7105,85.825,-4.9655,10.737,86.363,-5.4406,7.6219,86.904,-3.4162,7.5729,88.036,-4.4745,11.519,90.026,-5.1194,11.85
59.434,13.181,25.162,75.762,11.582,28.472,91.913,7.8065,24.324,58.695,7.9431,19.328,64.682,8.6959,15.521,67.085,2.2596,8.8295,66.36,-0.21439,11.358,66.163,-1.1635,13.4,67.058,-0.26872,9.6288,67.504,-1.343,9.9712,66.102,-2.6579,9.9197,67.855,0.1339,8.4877,68.983,-0.6306,9.1016,69.311,-1.4955,7.4637,68.79,1.8827,8.1592,70.065,1.4399,8.1436,71.018,2.0732,6.8826,68.69,3.2929,10.46,70.114,3.2544,10.088,70.802,4.8492,9.504,89.573,5.464,19.765,81.322,3.204,12.73,85.429,-3.4813,11.612,82.713,-4.8731,13.374,81.76,-5.4176,14.721,80.107,-4.8841,15.602,82.25,-5.425,12.504,80.274,-5.7699,13.162,78.501,-4.964,11.958,83.112,-5.1532,10.503,81.906,-5.5423,8.9833,80.396,-4.6304,7.6914,85.82,-4.9654,10.732,86.366,-5.4422,7.622,86.894,-3.4126,7.5725,88.032,-4.469,11.487,90.027,-5.1191,11.849
59,13.133,25.207,75.36,11.527,28.418,91.584,7.8016,24.365,58.209,8.0561,19.282,64.112,8.9666,15.486,66.345,2.6972,8.6104,65.793,0.033148,11.217,65.376,-0.8663,13.006,66.307,0.095431,9.5823,66.681,-0.98998,9.6347,65.272,-2.5053,9.7314,67.217,0.67747,7.6293,68.237,-0.22834,8.8272,68.564,-1.0908,7.3132,68.049,2.2693,7.828,69.297,1.8793,7.7965,70.262,2.3818,6.555,67.953,3.6762,10.15,69.423,3.5568,9.9508,70.167,5.1852,9.392,89.237,5.4578,19.786,81.201,3.1453,12.569,85.42,-3.4812,11.596,82.7,-4.8658,13.354,81.768,-5.4454,14.743,80.107,-4.8777,15.598,82.249,-5.4272,12.497,80.172,-5.846,13.266,78.508,-5.0792,11.937,83.11,-5.1577,10.497,81.907,-5.5614,9.0021,80.364,-4.6724,7.699,85.816,-4.9675,10.728,86.367,-5.4426,7.6204,86.877,-3.3953,7.5845,88.024,-4.4638,11.461,90.043,-5.1428,11.904
58.537,13.095,25.278,75,11.469,28.389,91.235,7.7863,24.391,57.701,8.1212,19.349,63.473,9.2938,15.452,65.577,3.1173,8.3824,65.038,0.3835,10.9,64.791,-0.46829,12.696,65.5,0.47156,9.2993,65.929,-0.62647,10.047,64.571,-1.8005,9.183,66.441,1.0136,7.8708,67.482,0.143,8.4824,67.763,-0.70898,7.1385,67.28,2.6426,7.5708,68.557,2.2325,7.4364,69.521,2.7363,6.4096,67.21,4.0561,9.9364,68.702,3.9025,9.7151,69.497,5.5018,9.2676,88.984,5.3588,20.089,81.071,3.0659,12.411,85.414,-3.4784,11.576,82.77,-4.8274,13.238,81.771,-5.4392,14.731,80.047,-4.9438,15.323,82.264,-5.4142,12.477,80.088,-5.8933,13.326,78.461,-5.1553,11.957,83.108,-5.1538,10.489,81.884,-5.4896,8.9713,80.296,-4.7368,7.7153,85.817,-4.9641,10.721,86.37,-5.445,7.6209,86.881,-3.3875,7.5796,88.025,-4.4578,11.46,90.033,-5.1272,11.762
58.073,13.053,25.353,74.576,11.399,28.377,90.887,7.7713,24.417,57.196,8.2197,19.403,62.816,9.5874,15.458,64.791,3.5373,8.1866,64.156,0.70948,10.479,64.047,-0.10771,12.261,64.694,0.89581,8.8119,65.151,-0.22348,9.5169,63.882,-1.5026,8.9213,65.666,1.5087,7.8557,66.715,0.57191,8.2221,66.911,-0.30397,6.4449,66.478,3.0327,7.3731,67.801,2.5417,7.5561,68.72,3.1019,6.1855,66.492,4.4347,9.6754,67.953,4.2702,9.4807,68.742,5.8713,8.975,88.717,5.3192,20.104,80.971,3.0514,11.948,85.403,-3.4801,11.554,82.68,-4.8563,13.325,81.773,-5.4362,14.732,80.039,-4.9569,15.309,82.277,-5.4035,12.457,80.043,-5.9303,13.265,78.43,-5.2404,11.996,83.108,-5.1533,10.482,81.901,-5.4967,8.96,80.207,-4.8273,7.2806,85.82,-4.964,10.709,86.367,-5.4444,7.6154,86.895,-3.3869,7.5621,88.021,-4.4575,11.446,90.022,-5.0916,11.783
57.66,13.002,25.387,74.149,11.313,28.373,90.555,7.7625,24.43,56.678,8.3148,19.365,62.131,9.905,15.487,63.958,3.9811,7.9767,63.489,1.0523,10.335,63.314,0.22097,11.983,63.948,1.2649,8.5622,64.387,0.20945,8.892,63.195,-1.4474,9.044,64.761,1.831,7.3401,65.747,0.88243,8.0854,66.031,-0.030782,6.7883,65.675,3.503,7.1901,67.045,2.905,7.3303,67.808,3.5935,5.7492,65.76,4.7755,9.4285,67.168,4.641,9.2523,68.088,6.1574,8.8067,88.443,5.2937,20.092,80.879,2.9766,11.797,85.395,-3.4773,11.509,82.668,-4.8501,13.307,81.775,-5.4341,14.734,80.041,-4.9595,15.346,82.284,-5.3969,12.45,80.016,-5.9839,13.298,78.434,-5.2989,12,83.111,-5.1553,10.477,81.909,-5.479,8.9411,80.131,-4.8992,7.329,85.822,-4.9622,10.697,86.366,-5.4404,7.6056,86.833,-3.5559,7.6654,88.011,-4.4527,11.451,90.024,-5.0896,11.781
57.232,12.972,25.43,73.717,11.216,28.364,90.214,7.738,24.457,56.233,8.2963,18.953,61.467,10.203,15.498,63.1,4.4149,7.7987,62.531,1.3425,10.003,62.256,0.57426,11.14,63.09,1.6762,8.2736,63.379,0.50579,8.3984,62.415,-0.75959,8.5593,63.926,2.2338,7.0927,64.831,1.3477,7.9018,65.119,0.278,6.553,64.794,3.9277,6.9707,66.227,3.3782,7.0318,67.114,3.9567,5.7387,64.996,5.2129,9.1636,66.35,5.0114,9.0092,67.29,6.4936,8.6307,88.152,5.2836,20.097,80.81,2.88,11.722,85.39,-3.4798,11.496,82.659,-4.8475,13.294,81.702,-5.4083,14.647,80.177,-5.0732,15.547,82.283,-5.3959,12.454,80.332,-5.6944,12.917,78.435,-5.3242,11.999,83.109,-5.1589,10.48,81.915,-5.4563,8.9273,80.095,-4.9612,7.3435,85.829,-4.9603,10.684,86.365,-5.4402,7.5943,86.907,-3.711,7.3247,87.994,-4.4465,11.473,90.051,-5.1293,11.975
56.773,12.938,25.498,73.336,11.159,28.284,89.87,7.7188,24.525,55.697,8.444,18.86,61.205,10.203,15.287,62.196,4.8596,7.5977,62.022,1.6984,10.17,61.437,0.88436,10.952,62.213,2.0817,7.9368,62.693,0.99308,8.2049,61.722,-0.61442,8.5267,63.098,2.634,6.8569,63.991,1.7877,7.6166,64.282,0.79546,6.1493,63.875,4.3932,6.6579,65.333,3.749,6.7845,66.338,4.3407,6.1953,64.124,5.5797,9.0543,65.522,5.4198,8.7363,66.447,6.9095,8.261,87.824,5.254,20.205,80.754,2.7991,11.614,85.385,-3.4903,11.485,82.651,-4.8482,13.278,81.687,-5.35,14.594,80.204,-5.1014,15.59,82.282,-5.397,12.47,80.297,-5.694,12.943,78.434,-5.3397,11.998,83.11,-5.1622,10.48,81.909,-5.4569,8.9305,80.049,-5.0014,7.3933,85.834,-4.9614,10.673,86.369,-5.4446,7.5978,86.936,-3.7406,7.3496,87.748,-4.3283,11.681,90.07,-5.162,12.101
56.323,12.916,25.554,73,11.106,28.22,89.511,7.6912,24.569,55.174,8.6149,18.78,60.632,10.451,15.21,61.263,5.2837,7.4081,61.247,1.9796,10.08,60.659,1.2507,10.667,61.345,2.461,7.6424,61.813,1.4364,7.7709,60.789,-0.072682,8.0322,62.177,3.101,6.5145,63.124,2.2612,7.3142,63.234,1.3573,5.6416,62.94,4.8322,6.337,64.34,4.2623,6.5499,65.382,4.7589,6.215,63.221,6.0098,8.926,64.597,5.8121,8.5162,65.408,7.4185,7.5692,87.481,5.2151,20.336,80.706,2.7219,11.515,85.388,-3.4919,11.467,82.672,-4.8684,13.212,81.704,-5.4058,14.65,80.201,-5.1095,15.59,82.282,-5.3994,12.472,80.277,-5.7221,12.964,78.436,-5.3509,11.987,83.11,-5.1673,10.482,81.909,-5.4589,8.9294,80.009,-5.0892,7.5045,85.841,-4.9612,10.669,86.367,-5.447,7.5905,87.008,-3.7267,7.2705,87.671,-4.3501,11.754,90.061,-5.1582,11.879
55.904,12.892,25.583,72.622,11.048,28.189,89.149,7.6578,24.618,54.603,8.7451,18.746,59.971,10.723,15.14,60.305,5.7035,7.2765,60.171,2.3813,9.6388,59.603,1.5802,10.191,60.344,2.9381,7.1589,60.978,1.821,7.6103,59.774,0.51857,7.1663,61.258,3.5379,6.2478,62.224,2.6739,7.0738,62.023,2.0029,5.0047,61.981,5.2787,6.1708,63.348,4.7235,6.2544,64.429,5.1636,6.1023,62.298,6.4089,8.81,63.616,6.2541,8.3264,64.822,7.7577,8.2131,87.131,5.183,20.401,80.669,2.6304,11.433,85.387,-3.5002,11.454,82.67,-4.8713,13.206,81.704,-5.4049,14.649,80.172,-5.0989,15.553,82.285,-5.3986,12.47,80.258,-5.753,12.99,78.443,-5.3641,11.977,83.112,-5.1631,10.475,81.911,-5.4557,8.9223,80.002,-5.1472,7.5246,85.843,-4.9595,10.653,86.369,-5.447,7.5863,87.069,-3.7218,7.2103,87.67,-4.3488,11.755,90.101,-5.2216,12.13
